vehicle_id,location,mean_speed,std_speed,mean_acc,std_acc,mean_headway,min_headway,mean_th,min_th,th_frac_critical,mean_delta_v,max_delta_v,lat_std,cmv_flag,near_miss
82,lankershim,21.4306306488,9.258856289854329,1.3096,4.410876612397576,75.96300000000001,33.46,5.0172,1.37,0.8,47.996,582.8999999999999,35.63994756829786,0,1
83,lankershim,27.414810871200004,8.112104538433364,-0.3506,6.45393043036567,189.6554,57.36,5.1442,1.89,0.32,167.89,3011.9,19.639375760643592,0,0
84,lankershim,24.4079934912,9.185129248065577,1.619,5.13560450905922,129.3236,35.42,5.2856000000000005,1.0,0.68,25.874,398.30000000000007,23.53445271295611,0,1
84,lankershim,22.217721348,9.239937729083342,0.8804,3.5489917855466437,70.66019999999999,35.42,2.4582,1.0,0.76,53.32200000000001,519.5,23.16278487891598,0,1
84,lankershim,26.039311238,6.463975635411603,0.5664,4.333683807909707,97.6996,63.54,2.7124,1.24,0.66,32.916,477.4000000000001,22.081014190965792,0,1
85,lankershim,18.9623131252,6.286417951891992,-0.2359999999999998,4.524176777072717,75.3848,27.57,2.7438,1.15,0.78,9.716,478.3,11.549998155331595,0,1
85,lankershim,21.9814032292,11.957998250617235,-0.7974,6.329823420176289,108.3758,24.23,3.729,1.13,0.5,164.55800000000002,3366.3,12.169119548266425,0,1
87,lankershim,22.397039482,7.290412356536068,-0.2175999999999999,4.470950481058992,316.4038,19.0,9.6492,1.18,0.64,469.25200000000007,10664.7,28.22833894109005,0,1
88,lankershim,23.649266420800004,5.773639306659284,0.7562000000000001,5.571091158281073,240.3506,31.95,6.892799999999999,0.98,0.5,360.18800000000005,7818.000000000001,11.83901424855765,0,1
89,lankershim,18.9096767756,8.991245992134854,0.2236,4.334942863827972,79.61320000000002,20.92,2.846,1.23,0.68,103.67400000000002,1639.8000000000002,25.425404929851933,0,1
91,lankershim,26.366447514400008,7.438751121875247,0.3298,6.658944112535977,78.1358,33.88,1.9740000000000004,0.97,1.0,80.33,1070.6,23.262799902550903,0,1
91,lankershim,23.9562208844,7.423199322364731,-0.1635999999999999,6.163146479730321,65.2348,38.46,1.8958,1.19,1.0,40.04800000000001,939.6,18.52737909369894,0,1
92,lankershim,23.637130060400004,6.732993213689513,-0.2496,5.724238817591063,75.38780000000001,22.35,3.1708,0.96,0.8,12.321999999999996,221.99999999999997,17.850088660569842,0,1
95,lankershim,19.462358446400003,12.387636995766382,0.3243999999999999,5.321762850478654,107.7896,26.11,3.2766,0.0,0.74,193.164,2020.4,17.71982020870922,0,1
96,lankershim,22.9900847784,8.208442268767099,-0.2179999999999999,5.346430432292834,73.79759999999999,26.16,2.4498,0.67,0.76,217.502,3158.6000000000004,26.068409849784214,1,1
96,lankershim,19.458540265600003,8.329218324719879,0.1641999999999999,5.834637631054244,50.12179999999999,23.73,2.6714,1.11,0.86,43.442,567.4,17.41025437266258,1,1
104,lankershim,21.846266901600004,7.281330076019475,1.3905999999999998,4.947997908863993,140.5932,25.3,4.9042,2.11,0.56,137.00599999999997,3488.9,28.47224545598964,0,0
104,lankershim,24.394766222,4.902111902066905,1.0628000000000002,5.599347279744637,191.7624,30.35,5.5812,0.75,0.52,126.742,3488.9,18.65320487021477,0,1
106,lankershim,21.330130675600003,6.047765598216751,0.983,6.506382815892313,61.196200000000005,22.1,2.3646000000000003,1.22,0.9,37.963999999999984,367.69999999999993,14.403822507166602,0,1
107,lankershim,21.752721472,3.934701984766364,-0.0008,4.384231876036798,116.5822,30.0,3.633,0.88,0.58,276.99600000000004,6881.1,15.832808599569823,1,1
108,lankershim,23.8437209144,3.830201243874314,-0.6214,5.5617461690533485,80.14880000000001,36.36,2.2336,1.18,0.88,9.151999999999996,208.2,11.429347273665318,0,1
110,lankershim,20.6547217648,6.336987456972785,0.381,5.203093761780345,67.66239999999999,10.57,2.3800000000000003,0.42,0.78,38.956,781.2,19.761785239534134,0,1
111,lankershim,18.554176870400003,8.590741593932204,-0.7731999999999999,5.310173693304319,59.463,21.22,7.834200000000001,1.28,0.84,33.222,395.4000000000001,22.92954523788744,1,1
112,lankershim,18.294404212400003,8.567522729276044,-0.6914,4.965536331679036,52.923,27.35,5.4636000000000005,0.0,0.84,10.377999999999997,140.09999999999997,22.264249144522875,1,1
112,lankershim,19.925449232,9.074818444062023,0.4016,3.60678292970908,63.2644,37.99,2.1934,0.0,0.9,44.348,1667.8,20.36523409627099,1,1
112,lankershim,22.9180847976,10.414079005572384,-0.8366,3.75479590466836,78.464,22.25,2.5364,0.0,0.8,54.732,1667.8,9.373402733178988,1,1
113,lankershim,22.2344940708,7.809010285560548,1.9594,5.613429018606967,98.2194,26.54,3.4765999999999995,0.75,0.68,150.426,2948.4,44.67832387962025,0,1
113,lankershim,24.0554935852,5.406121227570351,-0.3308,6.44188742781594,151.12619999999998,26.29,4.905200000000001,0.73,0.6,493.76200000000006,5561.800000000001,39.4037246247569,0,1
113,lankershim,24.888402454,7.112946306367611,-1.7314,5.98424394147,134.594,26.29,4.5058,0.73,0.78,345.54,5561.800000000001,20.71029042258353,0,1
114,lankershim,17.8707225072,10.613863233265118,-0.0088,5.986268177577543,78.045,23.67,15.0538,1.39,0.74,46.628,709.4,27.292083706093383,0,1
117,lankershim,22.280312240400004,7.057566682049333,-0.3945999999999998,5.460593602328955,63.19600000000001,28.48,2.2174,0.75,0.96,3.922,123.29999999999998,29.11585475977384,0,1
120,lankershim,20.4747218128,9.877221658098096,-0.2202,4.717071683291035,62.8414,26.9,2.7850000000000006,0.67,0.7,45.694,1413.2999999999995,12.978745084536785,0,1
122,lankershim,21.8948123432,8.287923911431385,0.2662,5.450669268024593,123.7422,36.59,4.8912,1.29,0.64,80.738,2450.0,38.15268109144775,0,1
122,lankershim,20.6428581316,7.085584973849399,0.8712000000000001,5.113658636735662,110.1398,25.94,4.900600000000001,1.29,0.66,138.35,2450.0,37.59234540312912,0,1
122,lankershim,21.0100853064,8.759182410208536,-0.2729999999999999,5.297155667267605,64.2794,25.94,2.6536,1.05,0.78,76.55,772.2,11.505637831896829,0,1
123,lankershim,20.735721743200003,6.247378085669859,0.164,5.919080527050995,58.79960000000001,35.48,2.2208,1.11,0.9,5.748000000000002,151.4,11.450320495808608,0,1
123,lankershim,22.1451759128,10.437332870619958,-0.8194,5.610269886920025,62.8708,29.13,3.0866,1.41,0.86,22.484,430.9,7.467076831652124,0,1
124,lankershim,25.9719476196,9.177593773441746,-0.9792,4.842414998779861,90.55839999999998,0.87,2.8102,0.02,0.66,42.56799999999999,725.1999999999999,23.1901333659426,0,1
124,lankershim,20.2964945876,5.738694288730565,-0.5614000000000001,3.4767660378047665,91.2016,36.75,3.2958000000000003,1.4,0.48,36.23199999999999,725.1999999999999,17.398031762993263,0,1
125,lankershim,22.1089031952,8.946073817947392,-1.4818,5.59615673147789,84.27860000000001,33.09,5.7686,1.57,0.74,47.16,695.9000000000001,11.439347084336516,0,0
126,lankershim,18.7839495364,8.122901969688874,-0.4873999999999999,7.403690422860144,70.029,33.53,2.4862,1.34,0.8,12.50200000000001,224.3,26.458230857210943,0,1
126,lankershim,21.5530851616,9.598189020972123,-0.2532000000000002,4.846146560907533,53.1204,25.62,4.393,1.08,0.84,38.72800000000001,444.80000000000007,39.05490378593935,0,1
127,lankershim,25.72158405,8.036129989024854,0.0429999999999999,5.736717133464727,95.961,32.09,2.694,1.27,0.64,126.026,1425.6,25.81492235771981,0,1
127,lankershim,21.8260850888,7.335533525181908,1.0162,5.686226068136861,100.8514,16.74,3.1526000000000005,1.36,0.62,181.97,2335.6,31.72353676785791,0,1
127,lankershim,20.287630953600004,8.822541494147327,0.8245999999999999,5.157431020837203,80.6674,16.74,3.4948,1.36,0.7,95.38,2335.6,30.352982235728486,0,1
128,lankershim,25.2563114468,7.419099558179223,-0.0316000000000001,5.232228369852152,92.3044,29.45,2.3872,0.85,0.9,156.58800000000002,3731.3,18.30930094359873,0,1
128,lankershim,20.612039958,8.395114720125239,-0.0986,3.4121152754649464,71.0644,6.34,2.639,0.21,0.84,47.084,769.8,7.801158104109038,0,1
129,lankershim,24.453675297200007,8.316123879131302,-1.933,6.263926280615026,90.268,32.34,3.1615999999999995,1.34,0.76,107.866,1995.8,35.44439639141043,0,1
130,lankershim,18.71535864560001,7.561010463217152,0.322,5.792491269051755,53.7746,30.86,2.2896,1.01,0.86,14.296000000000005,188.9,26.889437227897893,1,1
130,lankershim,18.4570859872,6.507731343121005,1.4838,4.856693210279553,54.5348,21.79,2.5414000000000003,0.74,0.88,22.594000000000005,346.4,31.729925832293677,1,1
130,lankershim,20.81713081240001,9.751284730826264,0.6753999999999999,4.506658208038594,70.1966,21.79,7.677399999999999,0.74,0.78,75.534,2703.8,25.410602876302303,0,1
131,lankershim,25.4412204884,8.014676692471483,0.1042,5.910871371240195,138.6698,36.77,4.6226,1.07,0.94,338.99799999999993,16200.4,30.76411624500737,0,1
133,lankershim,22.863402994,6.034173534162087,2.525,5.9834070732385936,140.2034,24.6,4.443,0.77,0.62,177.49400000000003,4451.2,29.939067864076797,0,1
134,lankershim,20.599494506800003,6.13550847921111,0.3298,4.922341607198669,70.1828,16.96,3.1796,0.46,0.76,30.656,512.5,37.58871730415164,0,1
136,lankershim,20.518630892,6.94088031277043,1.6924,5.451251704228778,60.03679999999999,30.55,2.5746,0.95,0.9,58.396,1114.4,20.78602237985705,0,1
136,lankershim,16.652177377599997,6.079459884654817,0.3169999999999999,4.489696708087557,81.6244,24.69,6.821000000000001,0.95,0.74,118.958,2107.0,20.1232531547512,0,1
136,lankershim,13.460178228800002,9.71137296230898,-0.5044000000000001,4.534964464455874,84.80720000000001,24.69,13.8856,1.26,0.46,263.30400000000003,2480.4,19.31965517528294,0,1
136,lankershim,17.5283135076,12.653457327073887,-0.8270000000000001,4.9406713788178,59.1018,22.98,11.262,1.1,0.58,173.08800000000002,2480.4,19.360417427202087,0,1
138,lankershim,22.5958576108,8.340420315952109,-1.6183999999999998,7.333888730978084,102.635,25.71,3.282,1.53,0.44,61.86200000000001,672.9000000000001,28.83421547296241,0,0
138,lankershim,22.435494017200003,8.032985141314857,-0.6750000000000002,5.133429155833281,99.8636,25.71,3.2152,1.92,0.5,44.994,672.9000000000001,25.47648684220052,0,0
140,lankershim,21.2960397756,5.922477488489773,1.7216,5.824944726023114,101.94499999999998,28.81,3.1672,1.09,0.42,68.24199999999999,956.9,18.046541774929786,0,1
142,lankershim,18.2919496676,11.651450360097392,-0.317,7.061419250882551,185.28760000000003,17.57,12.862600000000002,1.32,0.42,4.927999999999978,80.59999999999945,15.425131954570707,0,1
142,lankershim,21.8558123536,11.828727502035573,1.171,4.851696210857496,210.529,28.81,6.648399999999999,1.73,0.44,368.0539999999999,8433.3,14.990267237941357,0,0
143,lankershim,21.8241759984,6.72016766645959,-1.7416,5.91428204278699,144.2878,23.57,4.6156,0.73,0.54,304.742,4178.0,11.257866192514966,0,1
146,lankershim,24.9820842472,9.113222147922116,1.1088,5.882503853958511,71.7176,2.23,2.301400000000001,0.04,0.9,72.414,734.9,15.9137557327115,0,1
148,lankershim,19.970449220000003,5.752178107527838,-0.7714,5.239161021011058,70.47919999999999,28.29,2.6382,1.6,0.8,10.208000000000002,264.29999999999995,32.48920857055808,0,0
149,lankershim,21.7018578492,8.004720322148863,-0.8742000000000002,6.714022210634841,59.1934,1.02,2.8966000000000003,0.03,0.9,20.572,468.7,32.58930990811783,0,1
149,lankershim,21.6823578544,8.233205024122535,-0.8939999999999998,6.113757654099582,60.029,1.02,2.059,0.03,0.96,43.154,1054.0,34.35079344136057,0,1
150,lankershim,21.938857786000003,7.858581587473294,-0.1083999999999999,4.9051690187027015,82.8908,27.55,2.7634,1.64,0.76,54.142,1562.1,13.553675715330012,1,0
150,lankershim,19.6810856608,7.39545059831327,0.5407999999999998,3.949820373079241,66.10700000000001,33.19,3.1182000000000003,1.5,0.76,43.458,990.7,16.345981901335126,0,0
151,lankershim,23.4458119296,9.208860893518189,1.4469999999999998,4.360524799907948,77.2094,37.78,2.3592,1.51,0.86,55.56,1364.5,16.321055325835385,0,0
152,lankershim,18.405813273600003,6.156647148727105,-0.0688000000000002,5.4646386963487945,71.37799999999999,32.01,3.059400000000001,1.5,0.72,34.658,624.6000000000001,17.413573670852404,0,0
154,lankershim,21.3587670316,5.997077650139072,0.883,5.847940593377593,97.8496,27.19,3.4836,1.39,0.52,135.14600000000002,1548.5,36.10687407179312,0,1
154,lankershim,20.552039974,11.881600065752956,-0.8634000000000002,5.587740447275843,69.55000000000001,31.41,3.8602,1.44,0.66,52.066,603.1,28.81038859612261,0,1
155,lankershim,20.500630896800004,7.443718449569507,0.6904,5.647869007557683,115.2584,39.24,4.9726,1.48,0.66,430.068,5916.799999999999,21.489041185968368,0,1
156,lankershim,24.6734934204,7.328536112146136,-0.54,4.993790021167309,61.8258,26.58,1.8098,1.17,0.98,4.8540000000000045,114.30000000000008,20.96778818334525,0,1
157,lankershim,22.3242213196,9.636079789773644,0.0322,5.574675716751494,61.04540000000001,26.33,2.1994,0.79,0.92,10.514000000000005,236.4,20.773581091072067,0,1
158,lankershim,21.434448829600004,5.130306897771002,0.2865999999999999,6.827530288232685,91.1448,30.56,2.8978,1.1,0.56,117.484,1170.9,25.490774322503743,0,1
158,lankershim,20.9762671336,5.921642379277039,-0.5100000000000001,6.399918685707926,70.22420000000001,30.56,2.4856,1.05,0.74,107.92199999999998,1000.5,25.80107660013672,0,1
159,lankershim,17.2142681368,9.763989156314263,-0.3258000000000001,6.717966799439198,88.41179999999999,20.62,4.1028,0.66,0.58,2.987999999999999,99.0,7.253085027653223,0,1
160,lankershim,19.6441311252,9.82857017069295,0.1712000000000001,7.073736893089327,55.12039999999999,21.96,8.387599999999999,1.13,0.72,16.215999999999998,254.4,24.306447771431063,0,1
161,lankershim,20.744994468,9.08302109429113,0.2373999999999999,4.877902196306799,89.83639999999997,30.29,3.3436000000000003,0.92,0.62,93.252,1802.1,28.755043885650988,0,1
162,lankershim,22.9619938768,7.891100154847476,0.1576,4.9095901819909615,68.57939999999999,24.47,2.0804,1.2,0.86,25.9,528.0,18.708005081629786,0,1
163,lankershim,21.1944488936,7.537865276915904,-0.1639999999999999,4.034774859055373,44.4726,7.84,4.629,0.22,0.88,10.758000000000004,438.6,20.53027065157541,0,1
164,lankershim,24.5526752708,8.561220656577953,0.8275999999999999,5.130251042113049,104.0838,28.74,3.2141999999999995,1.87,0.6,55.13,561.9000000000001,19.616493360320806,0,0
165,lankershim,22.9873575064,9.109729014783587,0.8376,6.489924549103883,161.38379999999998,26.0,5.179600000000001,1.5,0.38,91.08,1952.6,14.043354333605048,0,0
165,lankershim,19.459358447200003,10.15641128068524,-0.2192,4.417106745370775,83.49900000000001,26.0,4.0436,1.35,0.62,108.55400000000002,1952.6,13.210123708361104,0,1
166,lankershim,16.395950173200003,8.981756591570463,0.3054,4.386245295912937,95.7066,24.36,6.6678,1.05,0.22,120.768,3022.4,14.313086040346692,0,1
166,lankershim,16.5980410284,9.577050554509787,0.4343999999999999,3.7895808609977983,80.2936,17.41,10.262,1.86,0.22,50.47,687.3,11.750472709223407,0,0
168,lankershim,22.481584914,9.205073210314378,-1.0652,6.063421691771479,122.2982,23.49,3.8558,0.46,0.46,118.484,1853.4,18.009073748394226,0,1
168,lankershim,15.946223020400003,9.006481420796884,-0.846,5.165206201308987,64.7286,25.43,3.866400000000001,1.07,0.54,99.988,1853.4,16.494580609870326,0,1
168,lankershim,16.4213138028,11.848458459234608,-0.1959999999999999,6.0955055372874565,48.698200000000014,25.43,6.374199999999999,1.07,0.58,13.986000000000004,170.3,19.34149915444055,0,1
169,lankershim,20.9903125844,12.41989634336045,-0.6788,5.938795878778451,61.507000000000005,25.98,2.6208000000000005,1.4,0.72,57.928,641.0,13.859485468392087,0,1
170,lankershim,20.634539952,10.900107787182536,-0.6512,4.38456878479189,133.76,2.74,10.2652,2.11,0.4,60.802,939.5,22.508648813280463,1,0
171,lankershim,21.367767029200003,9.959085508613128,-0.1572000000000001,5.913881642511342,132.7502,23.38,11.4884,1.26,0.56,62.5,815.3,30.56451912843801,0,1
172,lankershim,20.3444945748,7.0449886813465055,1.1884,6.42868170064153,184.0178,23.49,6.289000000000001,0.86,0.4,261.528,3377.4,34.05532391293164,1,1
172,lankershim,17.9087679516,8.397465169997194,0.3743999999999999,5.988606924649437,95.60779999999998,23.12,4.365999999999999,0.91,0.64,138.988,2413.5,32.49114813022156,1,1
173,lankershim,24.284448069600003,7.650975524694229,0.6592000000000001,5.991901963722132,149.6668,51.79,4.0246,1.42,0.72,134.31000000000003,6018.000000000001,7.851197402502451,0,1
175,lankershim,16.994859104400003,9.0415411165987,-0.3403999999999998,4.84149578843024,61.19259999999999,28.8,3.8242,0.89,0.62,9.978000000000002,268.1,32.65090854916785,0,1
177,lankershim,21.253903423200004,6.138030690416369,1.0541999999999998,6.053457467111044,57.74799999999999,34.06,2.1822,0.74,0.76,82.492,833.7,18.045450272383373,0,1
177,lankershim,15.289632286400002,8.950357346644541,-0.0139999999999999,4.941322635464628,66.90039999999999,25.46,7.4392,1.04,0.48,93.344,951.0,18.158844923662755,0,1
178,lankershim,23.9855390584,7.270787905681383,-0.5080000000000001,5.712179969153632,106.4628,33.38,3.2498,1.06,0.8,283.276,3960.0,26.327571444066937,0,1
179,lankershim,29.132174049600003,8.638629726358742,0.5571999999999999,7.1806091038324045,102.66499999999998,39.58,2.5846,1.02,0.58,54.58599999999999,1511.4,47.14121673286228,1,1
180,lankershim,21.86903962280001,6.491658767699208,0.2829999999999999,5.622912401731955,93.417,23.37,3.1252,1.16,0.46,2.575999999999999,41.29999999999996,14.957737282171022,0,1
181,lankershim,17.7895861652,10.60484326251057,-1.7096,5.780160989213405,191.3064,26.05,9.5414,1.52,0.42,727.682,6126.6,28.831967555879103,0,0
182,lankershim,23.3682210412,9.533393360415696,-0.5274000000000001,5.500604348985812,184.7254,26.05,5.3228,1.45,0.46,565.086,8112.799999999999,35.524555291510566,0,1
182,lankershim,23.846584550000003,10.916733705458649,-1.354,5.560853333429894,174.86420000000007,31.14,5.415799999999998,1.45,0.42,431.982,7470.2,31.02239422018637,0,1
183,lankershim,22.6993575832,7.870708616497491,0.6892,5.313997242554568,133.9008,27.99,4.1244,1.02,0.8,160.85399999999998,3265.6,15.289554117722842,0,1
184,lankershim,19.1950857904,8.355273541928387,-0.0627999999999999,4.361221060993945,150.6036,26.36,7.524400000000001,1.43,0.4,265.292,11300.9,13.771602690007745,0,1
185,lankershim,25.7097204168,6.95397315222312,-0.2627999999999999,6.316116424978054,155.6396,27.0,4.344800000000001,1.53,0.58,141.842,6113.200000000001,38.31137503711781,0,0
186,lankershim,20.980085314400004,6.719434104392302,-0.635,5.576476193322614,103.2388,28.08,3.5642,1.22,0.64,64.34200000000001,1271.1,18.44552638442089,0,1
187,lankershim,19.2189494204,7.845830066781095,-1.8716,4.7411151534168825,111.447,25.35,4.542400000000001,1.43,0.4,43.724,1305.1,22.05256625326617,0,1
188,lankershim,27.3775836084,8.055803183239474,-0.377,5.9026155565277385,109.31760000000004,25.63,2.9005999999999994,1.24,0.64,54.578,881.5999999999999,27.78897606194638,0,1
188,lankershim,22.9093575272,11.083646644716689,0.9662,5.152674316531649,77.5052,25.63,3.287799999999999,1.24,0.66,49.874,1177.3,31.77209547311372,0,1
189,lankershim,19.38749483,10.764282229302324,-0.8030000000000002,5.316165278215691,98.4602,23.97,5.3674,0.0,0.76,20.924000000000007,655.8000000000002,28.36333408918447,0,1
189,lankershim,15.2294959388,10.969730361511369,-0.1535999999999999,5.654134394856744,53.92579999999999,18.15,6.060999999999999,0.71,0.54,20.992000000000004,382.2,17.398943580409867,0,1
191,lankershim,16.9794500176,10.870486066783933,-1.273,4.620580513930504,52.19480000000001,24.91,6.298000000000002,0.71,0.7,28.46,945.7,31.49010078062434,0,1
192,lankershim,27.463083585600007,8.426147645801981,0.7424000000000001,6.780451962541032,195.524,29.71,6.1112,1.14,0.72,415.9059999999999,10571.0,22.608974562635023,0,1
193,lankershim,23.588720982400005,10.016508638309912,0.0111999999999999,6.324495830515194,114.9586,26.33,4.5898,1.14,0.46,71.798,2663.4000000000005,13.704428050965191,0,1
194,lankershim,18.7108586468,12.030769114837236,1.5282,5.874000371752366,73.5936,19.34,9.8634,1.27,0.66,77.77399999999999,1773.9999999999998,24.345632102699653,0,1
195,lankershim,23.3585392256,16.341045734284656,-1.0576,6.5845327604522845,125.9508,20.98,10.258,1.21,0.28,12.212000000000003,372.9,31.111140204172425,0,1
195,lankershim,15.6837230904,16.043260539241984,0.1146000000000001,5.243970769233122,77.4536,20.98,17.6476,1.07,0.3,14.995999999999997,372.9,24.62504600406767,0,1
200,lankershim,18.7198586444,12.126549425254687,-0.5022,5.777799980290499,119.1182,24.71,11.110600000000002,1.67,0.36,185.764,3518.7,24.37743177051517,0,0
200,lankershim,18.648949572400003,12.578044823637258,-0.7688000000000001,5.915969960321686,68.1474,24.32,9.5476,1.07,0.42,81.416,739.1999999999998,11.996549764351892,0,1
201,lankershim,21.104994372,8.622447971687546,-1.0136,6.695614391647166,138.87680000000003,32.13,4.7912,2.12,0.38,24.566000000000003,477.7000000000001,23.97551111045925,0,0
